row_index,sentence,is_correct,head,att_to_man,att_to_woman,frac_man,frac_woman,man_positions,woman_positions,pronoun_positions
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,0,0.009535118006169796,0.0074118743650615215,0.009535118006169796,0.0074118743650615215,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,1,0.018524829298257828,0.009108486585319042,0.018524830402423764,0.009108487128227183,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,2,3.718245807249332e-06,5.204250101087382e-06,3.718245807249332e-06,5.204250101087382e-06,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,3,0.018380334600806236,0.01825353316962719,0.018380334600806236,0.01825353316962719,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,4,0.0036706209648400545,0.005742665845900774,0.0036706209648400545,0.005742665845900774,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,5,0.00790226086974144,0.01744764670729637,0.00790226086974144,0.01744764670729637,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,6,0.06252087652683258,0.004591967444866896,0.06252087652683258,0.004591967444866896,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,7,2.4438861601083772e-06,8.12736925581703e-06,2.4438863057753526e-06,8.127369740246016e-06,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,8,0.01841125078499317,0.009723760187625885,0.0184112518823893,0.009723760767207192,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,9,6.23181949777063e-06,2.4480752927047433e-06,6.23181949777063e-06,2.4480752927047433e-06,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,10,0.013943149708211422,0.06240132451057434,0.013943148046058649,0.06240131707175767,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,11,0.14365588128566742,0.0028021843172609806,0.14365588128566742,0.0028021843172609806,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,12,0.006031486205756664,0.19445213675498962,0.006031485486747565,0.19445211357449133,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,13,0.04571598395705223,0.02946506068110466,0.045715986681937375,0.02946506243735924,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,14,0.16947749257087708,0.17582261562347412,0.16947749257087708,0.17582261562347412,[1],[4],[5]
17,The man showed the woman her jacket. Who is the owner of the jacket?,True,15,0.01100264023989439,0.0008268302190117538,0.01100263892827762,0.0008268301204459225,[1],[4],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,0,0.00802797544747591,0.006649369839578867,0.00802797544747591,0.006649369839578867,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,1,0.014631335623562336,0.03042980656027794,0.014631335623562336,0.03042980656027794,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,2,2.0763945940416306e-05,4.550211087916978e-06,2.0763947178044003e-05,4.550211359130709e-06,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,3,0.050095926970243454,0.049162063747644424,0.05009593294214403,0.04916206960821982,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,4,0.005972094833850861,0.004513146355748177,0.0059720951898154725,0.0045131466247526775,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,5,0.011316266842186451,0.0017462013056501746,0.011316266842186451,0.0017462013056501746,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,6,0.014347904361784458,0.04412658140063286,0.014347904361784458,0.04412658140063286,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,7,2.9526216167141683e-05,6.767638296878431e-06,2.9526216167141683e-05,6.767638296878431e-06,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,8,0.04134499654173851,0.022209659218788147,0.04134499654173851,0.022209659218788147,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,9,1.6053878653110587e-06,4.2530455175437964e-06,1.6053878653110587e-06,4.2530455175437964e-06,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,10,0.11112972348928452,0.029736211523413658,0.11112972348928452,0.029736211523413658,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,11,0.00232970854267478,0.21763278543949127,0.00232970854267478,0.21763278543949127,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,12,0.2111261636018753,0.009895616210997105,0.21112613843367833,0.009895615031347867,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,13,0.03865344449877739,0.03210121765732765,0.03865344680270236,0.03210121957070944,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,14,0.18695132434368134,0.32819896936416626,0.18695134663001856,0.3281990084885369,[4],[1],[5]
18,The woman showed the man his jacket. Who is the owner of the jacket?,True,15,0.002214757725596428,0.005946566350758076,0.002214757725596428,0.005946566350758076,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,0,0.007543619722127914,0.010229607112705708,0.007543618822858474,0.010229605893241657,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,1,0.010496272705495358,0.03328356146812439,0.010496273331122,0.033283563451979366,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,2,1.577227703819517e-05,3.652454324765131e-06,1.577227703819517e-05,3.652454324765131e-06,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,3,0.023563440889120102,0.025521710515022278,0.023563440889120102,0.025521710515022278,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,4,0.005766141228377819,0.003800593549385667,0.005766141228377819,0.003800593549385667,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,5,0.008784553036093712,0.006426266860216856,0.008784553559693906,0.006426267243252232,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,6,0.00677317101508379,0.2179412692785263,0.00677317101508379,0.2179412692785263,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,7,1.627703932172153e-05,1.994695367102395e-06,1.627703932172153e-05,1.994695367102395e-06,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,8,0.026630930602550507,0.034849438816308975,0.026630930602550507,0.034849438816308975,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,9,1.6381103478124714e-06,3.4394652175251395e-06,1.6381104454514625e-06,3.4394654225332542e-06,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,10,0.05470924451947212,0.016031110659241676,0.05470924451947212,0.016031110659241676,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,11,0.004588919226080179,0.1276785433292389,0.004588919226080179,0.1276785433292389,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,12,0.25410324335098267,0.009001016616821289,0.25410324335098267,0.009001016616821289,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,13,0.030786022543907166,0.0635933205485344,0.030786022543907166,0.0635933205485344,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,14,0.1770668476819992,0.1771365851163864,0.1770668582360064,0.17713659567455028,[4],[1],[5]
19,The woman showed the man her jacket. Who is the owner of the jacket?,True,15,0.001177803031168878,0.01109386794269085,0.001177803031168878,0.01109386794269085,[4],[1],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,0,0.009725099429488182,0.00228255707770586,0.009725099429488182,0.00228255707770586,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,1,0.04857040196657181,0.007967807352542877,0.048570407756615606,0.007967808302379644,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,2,8.635708582005464e-06,7.511726380471373e-06,8.635709096733836e-06,7.511726828205183e-06,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,3,0.025718767195940018,0.023344896733760834,0.02571876872889809,0.023344898125225194,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,4,0.003719569183886051,0.004255735315382481,0.003719569627293304,0.004255735822705725,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,5,0.006850743666291237,0.003423982299864292,0.006850743666291237,0.003423982299864292,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,6,0.10008890926837921,0.0006833667284809053,0.10008890926837921,0.0006833667284809053,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,7,1.5669982076360611e-06,9.25714266486466e-06,1.5669982076360611e-06,9.25714266486466e-06,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,8,0.03491106256842613,0.02610393799841404,0.03491106464928774,0.026103939554330085,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,9,1.9056001292483415e-06,9.649719459048356e-07,1.9056002428309671e-06,9.64972003421649e-07,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,10,0.016490040346980095,0.05129556357860565,0.016490038381214336,0.05129555746369869,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,11,0.02496187947690487,0.0013537186896428466,0.024961876501217305,0.0013537185282670226,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,12,0.0035355507861822844,0.08298151940107346,0.0035355507861822844,0.08298151940107346,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,13,0.1550489068031311,0.03659600764513016,0.1550489068031311,0.03659600764513016,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,14,0.10393568873405457,0.10601060837507248,0.10393568873405457,0.10601060837507248,[1],[4],[5]
20,The man showed the woman his jacket. Whose jacket was it? ,True,15,0.023331759497523308,0.0003854281094390899,0.023331762278886115,0.00038542815538570647,[1],[4],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,0,0.008672989904880524,0.007309149019420147,0.008672990421831037,0.007309149455079404,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,1,0.013791742734611034,0.04717174917459488,0.01379174355666301,0.0471717519862504,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,2,3.3238742616958916e-05,1.0651365300873294e-05,3.323874459814248e-05,1.0651365935744177e-05,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,3,0.023352762684226036,0.029796702787280083,0.02335275990036012,0.029796699235236736,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,4,0.007596153765916824,0.004970910958945751,0.007596153765916824,0.004970910958945751,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,5,0.011394885368645191,0.008200466632843018,0.011394885368645191,0.008200466632843018,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,6,0.012331106700003147,0.1996316760778427,0.012331108169985791,0.19963169987579582,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,7,4.239990812493488e-05,3.630294713730109e-06,4.239990812493488e-05,3.630294713730109e-06,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,8,0.0440526157617569,0.043732207268476486,0.0440526157617569,0.043732207268476486,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,9,2.412275534879882e-06,3.1698182283435017e-06,2.412275534879882e-06,3.1698182283435017e-06,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,10,0.11698991060256958,0.02696846053004265,0.11698991060256958,0.02696846053004265,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,11,0.006471842061728239,0.06103182211518288,0.006471842061728239,0.06103182211518288,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,12,0.11877122521400452,0.005043867044150829,0.11877122521400452,0.005043867044150829,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,13,0.03813225030899048,0.13192960619926453,0.03813225258184985,0.1319296140628823,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,14,0.18456421792507172,0.14662742614746094,0.18456421792507172,0.14662742614746094,[4],[1],[5]
27,The woman showed the man her jacket. To whom did the jacket belong?,True,15,0.0009734427439980209,0.009659913368523121,0.0009734427439980209,0.009659913368523121,[4],[1],[5]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,0,0.00788803119212389,0.005964829120784998,0.00788803119212389,0.005964829120784998,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,1,0.14387352764606476,0.01911213994026184,0.14387353622159577,0.019112141079434222,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,2,0.04880591854453087,0.010372111573815346,0.04880591272641269,0.010372110337363441,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,3,0.03242145851254463,0.00011179567809449509,0.03242145851254463,0.00011179567809449509,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,4,0.02525753527879715,0.018654920160770416,0.02525753527879715,0.018654920160770416,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,5,0.018716230988502502,0.01698000729084015,0.01871622875735417,0.016980005266665786,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,6,0.030558612197637558,0.003014008281752467,0.030558612197637558,0.003014008281752467,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,7,0.009614766575396061,0.06503254920244217,0.009614767148480842,0.0650325530786844,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,8,0.03322412818670273,4.1893343905030633e-07,0.03322412422607848,4.189333891095546e-07,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,9,0.05903508514165878,0.07372238487005234,0.05903508514165878,0.07372238487005234,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,10,0.01652926579117775,7.535607551290013e-07,0.016529266776398824,7.535608000447251e-07,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,11,0.08818738162517548,0.04537365585565567,0.08818738162517548,0.04537365585565567,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,12,0.059016481041908264,0.006368138361722231,0.059016481041908264,0.006368138361722231,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,13,0.07701325416564941,0.008562345057725906,0.07701325416564941,0.008562345057725906,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,14,0.1410110741853714,6.404216037481092e-07,0.14101105737554342,6.404215274039139e-07,"[1, 15]","[9, 20]",[4]
28,The man was shown his jacket by a woman. Was the jacket the man's or the woman's?,True,15,0.020903857424855232,4.4214330046088435e-06,0.0209038586708223,4.421433268146803e-06,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,0,0.028890332207083702,0.04468404874205589,0.028890332207083702,0.04468404874205589,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,1,0.049538202583789825,0.28316715359687805,0.04953820848920446,0.28316718735303725,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,2,0.010726917535066605,0.10954424738883972,0.010726916256318539,0.10954423433014937,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,3,0.15192516148090363,0.00019563986279536039,0.15192516148090363,0.00019563986279536039,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,4,0.02449096366763115,0.027673248201608658,0.024490965127406426,0.027673249851062884,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,5,0.0418800413608551,0.010207013227045536,0.041880046353345676,0.010207014443816477,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,6,0.014544300734996796,0.4686847925186157,0.014544297267366108,0.4686846807754801,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,7,0.0018439979758113623,0.009044862352311611,0.0018439981956330771,0.009044863430543355,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,8,0.050320547074079514,5.315866928867763e-07,0.05032055007341803,5.315867245718142e-07,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,9,0.0483241006731987,0.08338053524494171,0.04832410355353973,0.08338054021480919,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,10,0.010379757732152939,5.371359748096438e-07,0.010379757732152939,5.371359748096438e-07,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,11,0.11158744990825653,0.18794889748096466,0.11158743660599749,0.18794887507571278,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,12,0.054606832563877106,0.005853588692843914,0.05460682605423617,0.005853587995041848,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,13,0.03166169300675392,0.028045902028679848,0.03166169300675392,0.028045902028679848,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,14,0.5923101902008057,4.2564991531435226e-07,0.5923102961141401,4.2564999142650186e-07,"[1, 15]","[9, 20]",[4]
29,The man was shown her jacket by a woman. Was the jacket the man's or the woman's? ,True,15,0.0184551402926445,0.0009921416640281677,0.018455141392656648,0.0009921417231644226,"[1, 15]","[9, 20]",[4]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,0,0.04704493656754494,0.028149595484137535,0.04704493656754494,0.028149595484137535,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,1,0.08116737753152847,0.032116107642650604,0.08116736785562421,0.03211610381411269,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,2,0.11677447706460953,0.022786568850278854,0.11677448402491117,0.022786570208464276,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,3,0.0005471529439091682,3.929699960281141e-05,0.0005471529439091682,3.929699960281141e-05,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,4,0.027786685153841972,0.005106110591441393,0.02778668184141137,0.00510610998274565,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,5,0.018475279211997986,0.00762060284614563,0.018475279211997986,0.00762060284614563,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,6,0.08309952914714813,0.0026666889898478985,0.08309953410026634,0.002666689148794958,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,7,0.04062531888484955,0.014141532592475414,0.04062531404193472,0.014141530906673562,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,8,1.2433251868060324e-05,1.1003794497810304e-05,1.2433251868060324e-05,1.1003794497810304e-05,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,9,0.05702348053455353,0.08356718719005585,0.05702348053455353,0.08356718719005585,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,10,2.2158480987855e-06,2.7749158562073717e-06,2.215848362935209e-06,2.774916187003159e-06,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,11,0.05617242306470871,0.02752518467605114,0.05617242306470871,0.02752518467605114,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,12,0.010403637774288654,0.0069421823136508465,0.010403637774288654,0.0069421823136508465,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,13,0.05977369844913483,0.030373483896255493,0.059773702011925105,0.03037348570665632,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,14,4.434273432707414e-05,0.00012837543908972293,4.434273432707414e-05,0.00012837543908972293,[6],[9],[0]
30,His jacket was shown by the man to the woman. Who owned the jacket?,True,15,0.0014424381079152226,0.00020442054665181786,0.0014424381079152226,0.00020442054665181786,[6],[9],[0]
